EXP:3100
('i', 2.967603)
('g', 1.003256)
('i', 0.56705)
('g', 0.707613)
('g', 0.650254)
('g', 0.439015)
('i', 0.358711)
('i', 0.362017)
('g', 0.307146)
('g', 0.36306)
('g', 0.346659)
('i', 0.336038)
('d', 0.689147)
('g', 0.400831)
('g', 0.281141)
('d', 0.339012)
('g', 0.436812)
('d', 0.559789)
('d', 0.459002)
('g', 0.789268)
('i', 5.661316)
('g', 0.360798)
('g', 0.358898)
('g', 0.617788)
('g', 0.401248)
('i', 0.863018)
('g', 0.414591)
('i', 0.995634)
('i', 0.310674)
('g', 0.424342)
('i', 0.630425)
('d', 0.284636)
('d', 0.261838)
('g', 0.286402)
('d', 0.386085)
('g', 0.498647)
('d', 1.113069)
('i', 0.50791)
('i', 0.362959)
('g', 0.559578)
('g', 0.520094)
('g', 1.044407)
('d', 0.30513)
('d', 0.405176)
('g', 0.472445)
('d', 0.342425)
('d', 0.409118)
('d', 0.376535)
('g', 0.322102)
('g', 0.309693)
('g', 0.33311)
('g', 0.343882)
('g', 0.466418)
('i', 0.395083)
('d', 0.333764)
('i', 0.579083)
('d', 0.38672)
('d', 0.561729)
('g', 0.321501)
('g', 0.316329)
('i', 0.425282)
('g', 0.474937)
('g', 0.671242)
('i', 0.339101)
('g', 0.306792)
('d', 0.515232)
('g', 0.524816)
('d', 0.490717)
('g', 0.312053)
('d', 0.519332)
('g', 0.268483)
('i', 0.206144)
('d', 0.335879)
('g', 0.443345)
('d', 0.345283)
('d', 0.357256)
('g', 0.399791)
('i', 0.353981)
('d', 0.298205)
('d', 0.378256)
('g', 0.251621)
('d', 0.53055)
('g', 0.319858)
('i', 0.268597)
('d', 0.407496)
('g', 0.332907)
('d', 0.619553)
('g', 0.318589)
('i', 0.301117)
('g', 0.32278)
('g', 0.432075)
('g', 0.369869)
('g', 0.510031)
('d', 0.567346)
('g', 0.348487)
('g', 0.40079)
('d', 0.43964)
('g', 0.545466)
('i', 0.615457)
('g', 0.324979)
('g', 0.417927)
('g', 0.414318)
('d', 0.23821)
('i', 0.368178)
('g', 0.403367)
('i', 0.314012)
('g', 0.336715)
('g', 0.78635)
('g', 0.349752)
('g', 0.310926)
('g', 0.318611)
('d', 0.223398)
('i', 0.667763)
('g', 0.412083)
('d', 0.488508)
('g', 0.405252)
('i', 0.595581)
('i', 0.336885)
('d', 0.645507)
('i', 0.4388)
('g', 0.380393)
('i', 0.504284)
('g', 0.355543)
('i', 0.262228)
('g', 0.40409)
('g', 0.307415)
('d', 0.330653)
('i', 0.459168)
('d', 0.350099)
