EXP:1100
('i', 1.075604)
('g', 0.781363)
('g', 0.452875)
('d', 0.522065)
('g', 0.246688)
('i', 0.281434)
('i', 0.266774)
('i', 0.250096)
('g', 0.255216)
('g', 0.256924)
('g', 0.343923)
('g', 0.208681)
('d', 0.374399)
('g', 0.257677)
('g', 0.307967)
('i', 0.28294)
('g', 0.34519)
('g', 0.248934)
('g', 0.267239)
('i', 0.2484)
('g', 0.275705)
('d', 0.279203)
('i', 0.248377)
('g', 0.260327)
('g', 0.247055)
('i', 0.22841)
('i', 0.257525)
('i', 0.344584)
('d', 0.24925)
('i', 0.238663)
('i', 0.222374)
('i', 0.222879)
('i', 0.249248)
('g', 0.428263)
('d', 0.236957)
('g', 0.25043)
('i', 0.222641)
('i', 0.264318)
('g', 0.240765)
('g', 0.210539)
('g', 0.194359)
('d', 0.210546)
('g', 0.218268)
('d', 0.247147)
('d', 0.43359)
('d', 0.243644)
('d', 0.315119)
('d', 0.238056)
('g', 0.266981)
('i', 0.217967)
('g', 0.228425)
('g', 0.236018)
('g', 0.229569)
('i', 0.204052)
('g', 0.233853)
('g', 0.252317)
('g', 0.223206)
('i', 0.253711)
('i', 0.281765)
('g', 0.358598)
('g', 0.243659)
('g', 0.250655)
('i', 0.37706)
('g', 0.27254)
('i', 0.246604)
('i', 0.233156)
('i', 0.240086)
('g', 0.222684)
('i', 0.266307)
('d', 0.240944)
('g', 0.219586)
('g', 0.267214)
('i', 0.280794)
('g', 0.225278)
('i', 0.239013)
('d', 0.275377)
('i', 0.221358)
('g', 0.253632)
('i', 0.265649)
('d', 0.345957)
('g', 0.222733)
('i', 0.359777)
('g', 0.25913)
('g', 0.431969)
('d', 0.280796)
('i', 0.480604)
('g', 0.228643)
('d', 0.218459)
('d', 0.25037)
('i', 0.263323)
('i', 0.271713)
('i', 0.343356)
('i', 0.253962)
('i', 0.253638)
('g', 0.224105)
('d', 0.221856)
('g', 0.258782)
('d', 0.214938)
('g', 0.233652)
('g', 0.245774)
('i', 0.245792)
('g', 0.223682)
('d', 0.205567)
('g', 0.256543)
('g', 0.199152)
('g', 0.256434)
('g', 0.268119)
('g', 0.285232)
('g', 0.271114)
('d', 0.234821)
('i', 0.25029)
('g', 0.27543)
('i', 0.285865)
('g', 0.254559)
('g', 0.213479)
('i', 0.261297)
('g', 0.241488)
('i', 0.288131)
('i', 0.222256)
('g', 0.232271)
('d', 0.271851)
('i', 0.262239)
('d', 0.285832)
('d', 0.216213)
('g', 0.251223)
('i', 0.352309)
('g', 0.260689)
('g', 0.248965)
('g', 0.248366)
('i', 0.243418)
('g', 0.263195)
('g', 0.231077)
('i', 0.228593)
('g', 0.322799)
('g', 0.238696)
('g', 0.221428)
('g', 0.254846)
('i', 0.22912)
('i', 0.242555)
('g', 0.242408)
('i', 0.224634)
('i', 0.224745)
('g', 0.27363)
('g', 0.28394)
('i', 0.205311)
('g', 0.227005)
('g', 0.241745)
('i', 0.195501)
('d', 0.248206)
('i', 0.216761)
('g', 0.227985)
('i', 0.25199)
('g', 0.278506)
('i', 0.251428)
('g', 0.220401)
('g', 0.20905)
('d', 0.228258)
('d', 0.288932)
('i', 0.245685)
('g', 0.289568)
('g', 0.270477)
('d', 0.363637)
('i', 0.225518)
('d', 0.263713)
('g', 0.267568)
('i', 0.275904)
('d', 0.254069)
('g', 0.226697)
('i', 0.301642)
('i', 0.269727)
('d', 0.256896)
('d', 0.29231)
('i', 0.255425)
('d', 0.23546)
('g', 0.228769)
('i', 0.227904)
('g', 0.279718)
('d', 0.222203)
('d', 0.355019)
('g', 0.260818)
('g', 0.204827)
('g', 0.257313)
('i', 0.229053)
('d', 0.255757)
('i', 0.278641)
('d', 0.241856)
('d', 0.292492)
('g', 0.278612)
('g', 0.220829)
('g', 0.355998)
('d', 0.263304)
('g', 0.332932)
('i', 0.23096)
('g', 0.253478)
('i', 0.314327)
('d', 0.270164)
('d', 0.258018)
('d', 0.252684)
('i', 0.222788)
('g', 0.253395)
('d', 0.268404)
('g', 0.290886)
('d', 0.241909)
('i', 0.232075)
('d', 0.240494)
('g', 0.209773)
('d', 0.212905)
('d', 0.241261)
('g', 0.23266)
('g', 0.249305)
('g', 0.305051)
('g', 0.212682)
('g', 0.25245)
('g', 0.238717)
('d', 0.262202)
('g', 0.289556)
('d', 0.229325)
('g', 0.246216)
('g', 0.340664)
('g', 0.271278)
('g', 0.271419)
('i', 0.331791)
('i', 0.300356)
('g', 0.296113)
('i', 0.280007)
('g', 0.290313)
('g', 0.268543)
('g', 0.275515)
('g', 0.238466)
('i', 0.27801)
('g', 0.293509)
('d', 0.252512)
('i', 0.254638)
('d', 0.277237)
('i', 0.288404)
('i', 0.240898)
('g', 0.31928)
('g', 0.243738)
('g', 0.246026)
('i', 0.275793)
('i', 0.281842)
('i', 0.284298)
('d', 0.252206)
('g', 0.247463)
('i', 0.248125)
('i', 0.250798)
('i', 0.214683)
('d', 0.256163)
('d', 0.239246)
('g', 0.257228)
('g', 0.207565)
('g', 0.216831)
('g', 0.218227)
('g', 0.236969)
('g', 0.269775)
('i', 0.276502)
('d', 0.258816)
('d', 0.222606)
('g', 0.218246)
('d', 0.22035)
('i', 0.265314)
('g', 0.237228)
('i', 0.216067)
('g', 0.228894)
('g', 0.221229)
('i', 0.21703)
('g', 0.246944)
('i', 0.212597)
('i', 0.270271)
('g', 0.240223)
('g', 0.234796)
('i', 0.329046)
('i', 0.266114)
('g', 0.253357)
('d', 0.238825)
('g', 0.272316)
('i', 0.292561)
('g', 0.251205)
('g', 0.278022)
('g', 0.225868)
('g', 0.290023)
('g', 0.284993)
('g', 0.257791)
('i', 0.264797)
('d', 0.217655)
('g', 0.237152)
('g', 0.275477)
('d', 0.259289)
('i', 0.35304)
('d', 0.255419)
('i', 0.24698)
('i', 0.275347)
('g', 0.233694)
('g', 0.250745)
('g', 0.237476)
('g', 0.374774)
('d', 0.268545)
('g', 0.379175)
('d', 0.288806)
('g', 0.367424)
('d', 0.242225)
('g', 0.241058)
('g', 0.216792)
('i', 0.226014)
('i', 0.233911)
('g', 0.282496)
('d', 0.213928)
('d', 0.242971)
('g', 0.284383)
('i', 0.369332)
('g', 0.227304)
('i', 0.268245)
('g', 0.263297)
('g', 0.343667)
('i', 0.263077)
('g', 0.275261)
('i', 0.245567)
('g', 0.244267)
('d', 0.247579)
('d', 0.223101)
('g', 0.272412)
('i', 0.273282)
('i', 0.244074)
('g', 0.258698)
('i', 0.228179)
('d', 0.288041)
('d', 0.239451)
('i', 0.294521)
('g', 0.208582)
('g', 0.241213)
('g', 0.31684)
('i', 0.221316)
('d', 0.265469)
('g', 0.253381)
('g', 0.344741)
('i', 0.260271)
('i', 0.274914)
('i', 0.356859)
('i', 0.303276)
('g', 0.367812)
('i', 0.291503)
('g', 0.245579)
('i', 0.25591)
('i', 0.346098)
('d', 0.219613)
('g', 0.266954)
('g', 0.22123)
('d', 0.252829)
('g', 0.23022)
('d', 0.243205)
('d', 0.345119)
('g', 0.236695)
('d', 0.235187)
('d', 0.225476)
('g', 0.269733)
('g', 0.225532)
('i', 0.225475)
('g', 0.227087)
('d', 0.221357)
('g', 0.27583)
('g', 0.272332)
('g', 0.259165)
('g', 0.230421)
('g', 0.227079)
('g', 0.204997)
('g', 0.303527)
('d', 0.295432)
('g', 0.36709)
('d', 0.256287)
('g', 0.446248)
('d', 0.254261)
('i', 0.290401)
('g', 0.306876)
('i', 0.234831)
('g', 0.25399)
('d', 0.310524)
('i', 0.280733)
('i', 0.281438)
('d', 0.273632)
('g', 0.25785)
('i', 0.237937)
('d', 0.355001)
('g', 0.250445)
('g', 0.253824)
('d', 0.222363)
('d', 0.308745)
('g', 0.266293)
('d', 0.257159)
('g', 0.270787)
('d', 0.339563)
('g', 0.244623)
('i', 0.215702)
('g', 0.258693)
('g', 0.263608)
('g', 0.261161)
('i', 0.274821)
('g', 0.342363)
('d', 0.283777)
('d', 0.244098)
('g', 0.269452)
('i', 0.229793)
('d', 0.29066)
('g', 0.244178)
('g', 0.221098)
('i', 0.231786)
('g', 0.340111)
('d', 0.237453)
('d', 0.238919)
('d', 0.265702)
('d', 0.258434)
('i', 0.275583)
('g', 0.227446)
('i', 0.228049)
('g', 0.319392)
('i', 0.239486)
('d', 0.251622)
('g', 0.241513)
('g', 0.222338)
('g', 0.3165)
('g', 0.263874)
('i', 0.287103)
('g', 0.264594)
('d', 0.240177)
('i', 0.21155)
('d', 0.242539)
('g', 0.231926)
('g', 0.226816)
('g', 0.223824)
('g', 0.193359)
('i', 0.266071)
('g', 0.281598)
('g', 0.210573)
('d', 0.21272)
('g', 0.236639)
('g', 0.250376)
('d', 0.25004)
('i', 0.263436)
('d', 0.322325)
('i', 0.279917)
('g', 0.34838)
('i', 0.249962)
('d', 0.283192)
('g', 0.225652)
('g', 0.20862)
('g', 0.293227)
('g', 0.263758)
('i', 0.235385)
('i', 0.286907)
('i', 0.250836)
('i', 0.277053)
('d', 0.362789)
('g', 0.289442)
('g', 0.297807)
('g', 0.338776)
('g', 0.257864)
('g', 0.232799)
('g', 0.265627)
('d', 0.272642)
('d', 0.26509)
('d', 0.254768)
('g', 0.217388)
('d', 0.354063)
('i', 0.217526)
('i', 0.266747)
('g', 0.229411)
('i', 0.249536)
('g', 0.280728)
('i', 0.258909)
('g', 0.247673)
('g', 0.236626)
('d', 0.23904)
('g', 0.251306)
('g', 0.257107)
('g', 0.226396)
('d', 0.262497)
('i', 0.289551)
('i', 0.276676)
('g', 0.260074)
('g', 0.213885)
('d', 0.357245)
('i', 0.350494)
('d', 0.27656)
('d', 0.265286)
('g', 0.257567)
('g', 0.224084)
('g', 0.233561)
('g', 0.213546)
('d', 0.224885)
('g', 0.244936)
('i', 0.292324)
('d', 0.35817)
('d', 0.342758)
('i', 0.265345)
('d', 0.285139)
('g', 0.232283)
('d', 0.253629)
('d', 0.312036)
('i', 0.277725)
('g', 0.269457)
('d', 0.286157)
('g', 0.255737)
('i', 0.226784)
('d', 0.267535)
('g', 0.266038)
('g', 0.222749)
('g', 0.259882)
('i', 0.258987)
('g', 0.245988)
('g', 0.249284)
('i', 0.226502)
('g', 0.269943)
('d', 0.264873)
('g', 0.219917)
('i', 0.269789)
('g', 0.29332)
('g', 0.235867)
('d', 0.269833)
('d', 0.247846)
('g', 0.290716)
('g', 0.366139)
('g', 0.283122)
('g', 0.244206)
('g', 0.255295)
('i', 0.234479)
('d', 0.221995)
('g', 0.255399)
('i', 0.224924)
('g', 0.250196)
('i', 0.284438)
('g', 0.248391)
('g', 0.233169)
('i', 0.316547)
('i', 0.253778)
('d', 0.298778)
('g', 0.256751)
('i', 0.270199)
('i', 0.301501)
('g', 0.25042)
('d', 0.279518)
('g', 0.229923)
('d', 0.245584)
('g', 0.28007)
('g', 0.223981)
('i', 0.222553)
('i', 0.235127)
('g', 0.247075)
('d', 0.21981)
('i', 0.250557)
('d', 0.246641)
('g', 0.277254)
('d', 0.232348)
('g', 0.266392)
('d', 0.270367)
('g', 0.226253)
('g', 0.226522)
('d', 0.273019)
('g', 0.24686)
('g', 0.235528)
('g', 0.367998)
('g', 0.217342)
('i', 0.291637)
('d', 0.258973)
('g', 0.319993)
('d', 0.231361)
('g', 0.257218)
('g', 0.255101)
('g', 0.34413)
('i', 0.25507)
('i', 0.282915)
('d', 0.27062)
('d', 0.347159)
('g', 0.283069)
('g', 0.357587)
('d', 0.244683)
('g', 0.240753)
('g', 0.265433)
('d', 0.265384)
('g', 0.260363)
('g', 0.238115)
('i', 0.255153)
('g', 0.368198)
('d', 0.207988)
('g', 0.271617)
('i', 0.265978)
('d', 0.276419)
('i', 0.2226)
('g', 0.302716)
('g', 0.35839)
('g', 0.220418)
('i', 0.255629)
('d', 0.229874)
('g', 0.253515)
('g', 0.224592)
('g', 0.21443)
('g', 0.223525)
('d', 0.262592)
('d', 0.396369)
('d', 0.318603)
('i', 0.248836)
('g', 0.24794)
('i', 0.267071)
('g', 0.313363)
('i', 0.225358)
('i', 0.241579)
('g', 0.219953)
('g', 0.218591)
('g', 0.249517)
('g', 0.208404)
('i', 0.248447)
('g', 0.262031)
('d', 0.270249)
('g', 0.290749)
('d', 0.27785)
('g', 0.208868)
('d', 0.217334)
('g', 0.221002)
('g', 0.233156)
('g', 0.234814)
('d', 0.283832)
('i', 0.240774)
('g', 0.235725)
('g', 0.21834)
('g', 0.238801)
('d', 0.213945)
('i', 0.223555)
('g', 0.214248)
('i', 0.226345)
('d', 0.214372)
('g', 0.221157)
('i', 0.222895)
('g', 0.224218)
('g', 0.204884)
('d', 0.220185)
('g', 0.212825)
('i', 0.208969)
('g', 0.200799)
('g', 0.268732)
('d', 0.23916)
('i', 0.267393)
('g', 0.249669)
('g', 0.249422)
('g', 0.273597)
('d', 0.232187)
('g', 0.221712)
('g', 0.260656)
('g', 0.297901)
('g', 0.203068)
('g', 0.217562)
('i', 0.211374)
('d', 0.297022)
('g', 0.267262)
('d', 0.223164)
('g', 0.229928)
('d', 0.204427)
('g', 0.202194)
('g', 0.255764)
('g', 0.212176)
('g', 0.265391)
('d', 0.246467)
('g', 0.280152)
('d', 0.346705)
('g', 0.221829)
('g', 0.240563)
('d', 0.220574)
('g', 0.271109)
('d', 1.040282)
('g', 0.329115)
('g', 0.409625)
('g', 0.278538)
('i', 0.38644)
('i', 0.307547)
('i', 0.350895)
('d', 0.275777)
('g', 0.286125)
('d', 0.292636)
('i', 0.280337)
('g', 0.27868)
('g', 0.337943)
('g', 0.350785)
('d', 0.298223)
('g', 0.332703)
('d', 0.247365)
('i', 0.247596)
('g', 10.754507)
('g', 0.889659)
('g', 0.261995)
('g', 0.237384)
('i', 0.402512)
('i', 0.462473)
('g', 0.495267)
('i', 0.88921)
('d', 0.479488)
('g', 0.578232)
('i', 0.392317)
('d', 0.256815)
('d', 0.23024)
('i', 0.27033)
('g', 0.238695)
('g', 0.218898)
('g', 0.220234)
('g', 0.216482)
('d', 0.280603)
('d', 0.307566)
('g', 0.266177)
('g', 0.249587)
('d', 0.272412)
('i', 0.260074)
('d', 0.263045)
('i', 0.271049)
('g', 0.256218)
('i', 0.239568)
('g', 0.23431)
('i', 0.234989)
('g', 0.265247)
('g', 0.198328)
('d', 0.238327)
('i', 0.304268)
('g', 0.245905)
('d', 0.275746)
('g', 0.226912)
('i', 0.233422)
('d', 0.219455)
('i', 0.225859)
('g', 0.24842)
('g', 0.294813)
('g', 0.212832)
('g', 0.236331)
('i', 0.221698)
('i', 0.240179)
('g', 0.266337)
('d', 0.225037)
('g', 0.238944)
('i', 0.219853)
('i', 0.307763)
('g', 0.22391)
('d', 0.205072)
('i', 0.229108)
('g', 0.215088)
('d', 0.212445)
('g', 0.221421)
('i', 0.186573)
('g', 0.407608)
('i', 0.215452)
('g', 0.332103)
('g', 0.224158)
('g', 0.236003)
('g', 0.209635)
('g', 0.228365)
('d', 0.306939)
('i', 0.27108)
('g', 0.225257)
('i', 0.257997)
('g', 0.359001)
('i', 0.250621)
('g', 0.229784)
