EXP:5100
('g', 1.027288)
('g', 0.410912)
('d', 0.781379)
('i', 0.470693)
('i', 0.45703)
('i', 0.347518)
('d', 0.259833)
('g', 0.24046)
('i', 0.44982)
('d', 0.436029)
('g', 0.279997)
('g', 0.378392)
('d', 0.223285)
('i', 0.275011)
('d', 0.224396)
('i', 0.27026)
('g', 0.263928)
('i', 0.383461)
('i', 0.438764)
('g', 0.605459)
('i', 0.254733)
('g', 0.274018)
('g', 0.253602)
('i', 0.335744)
('d', 0.245507)
('i', 0.245645)
('i', 0.209008)
('i', 0.470285)
('g', 0.338962)
('i', 0.305132)
('g', 0.271408)
('g', 0.227318)
('d', 0.210171)
('d', 0.190698)
('d', 0.187229)
('g', 0.297048)
('i', 0.257515)
('i', 0.362337)
('d', 0.276583)
('g', 0.213728)
('g', 0.259723)
('d', 0.252575)
('d', 0.243873)
('d', 0.291413)
('g', 0.335193)
('g', 0.327522)
('i', 0.252963)
('d', 0.285947)
('d', 0.25218)
('g', 0.366473)
('g', 0.310835)
('g', 0.217927)
('i', 0.349143)
('d', 0.253842)
('d', 0.256148)
('g', 0.210409)
('i', 0.275917)
('g', 0.355936)
('g', 0.330286)
('g', 1.552057)
('i', 0.407632)
('d', 0.306062)
('g', 11.655957)
('g', 0.358323)
('g', 0.375164)
('d', 0.347585)
('g', 0.305474)
('d', 0.2841)
('i', 0.319153)
('g', 0.258167)
('g', 0.304682)
('i', 0.282175)
('g', 0.38647)
('g', 0.294985)
('g', 0.418222)
('d', 0.283242)
('g', 0.304074)
('i', 0.267119)
('d', 0.29383)
('g', 0.31901)
('d', 0.289173)
('g', 0.285628)
('g', 0.436778)
('g', 0.404345)
('i', 0.452992)
('d', 0.314963)
('g', 0.277934)
('i', 0.369666)
('g', 0.505091)
('g', 0.324487)
('i', 0.579695)
('i', 0.41916)
('g', 0.367123)
('d', 0.556377)
('d', 0.442398)
('d', 1.492618)
('d', 0.322903)
('i', 0.487812)
('g', 0.34107)
('g', 0.390017)
('g', 0.430143)
('d', 0.476848)
('g', 0.399687)
('g', 0.315183)
('g', 0.59207)
('d', 0.443606)
