EXP:2100
('g', 8.816159)
('g', 0.670337)
('i', 0.564099)
('g', 0.481259)
('i', 0.522186)
('g', 0.444647)
('g', 0.338741)
('g', 0.703038)
('g', 0.298804)
('g', 0.538145)
('d', 0.585114)
('g', 0.396302)
('i', 0.636699)
('i', 0.500692)
('i', 0.513953)
('g', 0.475191)
('g', 0.349423)
('g', 0.408626)
('i', 0.532832)
('g', 0.921117)
('g', 0.337363)
('d', 0.420747)
('g', 0.29342)
('d', 0.440985)
('g', 0.736926)
('g', 0.400208)
('i', 0.618853)
('g', 0.437656)
('g', 0.290531)
('g', 0.261614)
('g', 0.244988)
('g', 0.347984)
('g', 0.289985)
('g', 0.36895)
('i', 0.399883)
('i', 0.359556)
('d', 0.62197)
('d', 0.418346)
('g', 0.365381)
('g', 0.332425)
('i', 0.444705)
('g', 0.445435)
('g', 0.287915)
('d', 0.513045)
('g', 0.236902)
('g', 0.321333)
('d', 0.629248)
('g', 0.316907)
('d', 0.486405)
('d', 0.619146)
('g', 0.393003)
('i', 0.405992)
('d', 0.566665)
('g', 4.38761)
('g', 2.819615)
('i', 0.542526)
('i', 0.413019)
('g', 0.381242)
('g', 0.287473)
('g', 0.275969)
('g', 0.224921)
('i', 0.370452)
('g', 0.54577)
('i', 0.337464)
('g', 0.263873)
('g', 0.314531)
('g', 0.356576)
('d', 0.325395)
('g', 0.342145)
('i', 0.345325)
('g', 0.358921)
('d', 0.392229)
('d', 0.321049)
('g', 0.294052)
('g', 0.38118)
('d', 0.42124)
('g', 0.260145)
('i', 0.354461)
('g', 0.350855)
('i', 0.383817)
('g', 0.326903)
('i', 0.496073)
('g', 0.280676)
('i', 0.40329)
('d', 0.535624)
('i', 0.442617)
('i', 0.435156)
('g', 0.294391)
('i', 0.434151)
('d', 0.379544)
('g', 0.392245)
('d', 0.371369)
('d', 0.331027)
('i', 0.45118)
('g', 0.320369)
('i', 0.362856)
('g', 0.371363)
('d', 0.393907)
('i', 0.459432)
('g', 0.286466)
('g', 0.363687)
('d', 0.417291)
('g', 0.315379)
('g', 0.330567)
('i', 0.321878)
('g', 0.276518)
('d', 0.387797)
('g', 0.341894)
('g', 0.255356)
('d', 0.394682)
('d', 0.376701)
('g', 0.245749)
('d', 0.514843)
('i', 0.437818)
('g', 0.402835)
('d', 0.464319)
('i', 0.374788)
('i', 0.423287)
('g', 0.33197)
('g', 0.32964)
('g', 0.291154)
('g', 0.416306)
('g', 0.352622)
('d', 0.414486)
('i', 0.470412)
('i', 0.599063)
('g', 0.380545)
('g', 0.240699)
('d', 0.47535)
('g', 0.424627)
('d', 0.307111)
('g', 0.319869)
('g', 0.315772)
('g', 0.305219)
('g', 0.285105)
('g', 0.495935)
('i', 0.372417)
('d', 0.53079)
('d', 1.065034)
('d', 1.756745)
('g', 3.675623)
('d', 1.374678)
('g', 0.81685)
('g', 1.987068)
('g', 0.761299)
('d', 2.04825)
('i', 3.200032)
('i', 1.357912)
('g', 0.626812)
